Time (sec),  Heater (%),  Temperature (C)
5.962231886386871338e+02,2.500000000000000000e+01,1.139500000000000028e+02
5.972227928638458252e+02,2.500000000000000000e+01,1.139500000000000028e+02
5.982238776683807373e+02,2.500000000000000000e+01,1.139500000000000028e+02
5.992146031856536865e+02,2.500000000000000000e+01,1.138799999999999955e+02
6.002062988281250000e+02,2.500000000000000000e+01,1.139000000000000057e+02
6.012092378139495850e+02,2.500000000000000000e+01,1.136800000000000068e+02
6.022127659320831299e+02,2.500000000000000000e+01,1.134599999999999937e+02
6.032128887176513672e+02,2.500000000000000000e+01,1.134099999999999966e+02
6.042154853343963623e+02,2.500000000000000000e+01,1.134099999999999966e+02
6.052206842899322510e+02,2.500000000000000000e+01,1.134399999999999977e+02
6.062206826210021973e+02,2.500000000000000000e+01,1.131200000000000045e+02
6.072191789150238037e+02,2.500000000000000000e+01,1.129699999999999989e+02
6.082181029319763184e+02,2.500000000000000000e+01,1.128799999999999955e+02
6.092205605506896973e+02,2.500000000000000000e+01,1.127099999999999937e+02
6.102147467136383057e+02,2.500000000000000000e+01,1.124599999999999937e+02
6.112084374427795410e+02,2.500000000000000000e+01,1.124899999999999949e+02
6.122063186168670654e+02,2.500000000000000000e+01,1.122699999999999960e+02
6.132048468589782715e+02,2.500000000000000000e+01,1.120199999999999960e+02
6.142028858661651611e+02,2.500000000000000000e+01,1.119699999999999989e+02
6.151998751163482666e+02,2.500000000000000000e+01,1.117500000000000000e+02
6.161981432437896729e+02,2.500000000000000000e+01,1.115300000000000011e+02
6.171944396495819092e+02,2.500000000000000000e+01,1.115300000000000011e+02
6.181929402351379395e+02,2.500000000000000000e+01,1.112900000000000063e+02
6.191901803016662598e+02,2.500000000000000000e+01,1.110900000000000034e+02
6.201928322315216064e+02,2.500000000000000000e+01,1.110199999999999960e+02
6.211838960647583008e+02,2.500000000000000000e+01,1.106800000000000068e+02
6.221755635738372803e+02,2.500000000000000000e+01,1.104800000000000040e+02
6.231738414764404297e+02,2.500000000000000000e+01,1.104599999999999937e+02
6.241692965030670166e+02,2.500000000000000000e+01,1.101400000000000006e+02
6.251662921905517578e+02,2.500000000000000000e+01,1.100199999999999960e+02
6.261693379878997803e+02,2.500000000000000000e+01,1.098700000000000045e+02
6.271717660427093506e+02,2.500000000000000000e+01,1.095799999999999983e+02
6.281729109287261963e+02,2.500000000000000000e+01,1.095100000000000051e+02
6.291728723049163818e+02,2.500000000000000000e+01,1.092099999999999937e+02
6.301693067550659180e+02,2.500000000000000000e+01,1.090699999999999932e+02
6.311707077026367188e+02,2.500000000000000000e+01,1.090199999999999960e+02
6.321682529449462891e+02,2.500000000000000000e+01,1.087000000000000028e+02
6.331692664623260498e+02,2.500000000000000000e+01,1.085799999999999983e+02
6.341685731410980225e+02,2.500000000000000000e+01,1.084800000000000040e+02
6.351662323474884033e+02,2.500000000000000000e+01,1.081400000000000006e+02
6.361662743091583252e+02,2.500000000000000000e+01,1.080400000000000063e+02
6.371606843471527100e+02,2.500000000000000000e+01,1.079200000000000017e+02
6.381592521667480469e+02,2.500000000000000000e+01,1.077999999999999972e+02
6.391628255844116211e+02,2.500000000000000000e+01,1.076299999999999955e+02
6.401638765335083008e+02,2.500000000000000000e+01,1.075300000000000011e+02
6.411628711223602295e+02,2.500000000000000000e+01,1.072399999999999949e+02
6.421630077362060547e+02,2.500000000000000000e+01,1.071599999999999966e+02
6.431654100418090820e+02,2.500000000000000000e+01,1.071400000000000006e+02
6.441628441810607910e+02,2.500000000000000000e+01,1.070900000000000034e+02
6.451591854095458984e+02,2.500000000000000000e+01,1.070699999999999932e+02
6.461605026721954346e+02,2.500000000000000000e+01,1.067000000000000028e+02
6.471562254428863525e+02,2.500000000000000000e+01,1.066299999999999955e+02
6.481552548408508301e+02,2.500000000000000000e+01,1.065499999999999972e+02
6.491538774967193604e+02,2.500000000000000000e+01,1.064300000000000068e+02
6.501543152332305908e+02,2.500000000000000000e+01,1.062099999999999937e+02
6.511544260978698730e+02,2.500000000000000000e+01,1.060600000000000023e+02
6.521520931720733643e+02,2.500000000000000000e+01,1.059699999999999989e+02
6.531539967060089111e+02,2.500000000000000000e+01,1.057699999999999960e+02
6.541532821655273438e+02,2.500000000000000000e+01,1.056500000000000057e+02
6.551502041816711426e+02,2.500000000000000000e+01,1.056299999999999955e+02
6.561528506278991699e+02,2.500000000000000000e+01,1.055300000000000011e+02
6.571517963409423828e+02,2.500000000000000000e+01,1.051599999999999966e+02
6.581545767784118652e+02,2.500000000000000000e+01,1.051599999999999966e+02
6.591548073291778564e+02,2.500000000000000000e+01,1.047199999999999989e+02
6.601584289073944092e+02,2.500000000000000000e+01,1.046700000000000017e+02
6.611594831943511963e+02,2.500000000000000000e+01,1.046200000000000045e+02
6.621542210578918457e+02,2.500000000000000000e+01,1.043599999999999994e+02
6.631555545330047607e+02,2.500000000000000000e+01,1.042600000000000051e+02
6.641565692424774170e+02,2.500000000000000000e+01,1.042099999999999937e+02
6.651537835597991943e+02,2.500000000000000000e+01,1.041400000000000006e+02
6.661543130874633789e+02,2.500000000000000000e+01,1.041400000000000006e+02
6.671583302021026611e+02,2.500000000000000000e+01,1.038199999999999932e+02
6.681546027660369873e+02,2.500000000000000000e+01,1.037699999999999960e+02
6.691576411724090576e+02,2.500000000000000000e+01,1.036700000000000017e+02
6.701560161113739014e+02,2.500000000000000000e+01,1.037000000000000028e+02
6.711552560329437256e+02,2.500000000000000000e+01,1.034500000000000028e+02
6.721524488925933838e+02,2.500000000000000000e+01,1.032300000000000040e+02
6.731502232551574707e+02,2.500000000000000000e+01,1.032099999999999937e+02
6.741474506855010986e+02,2.500000000000000000e+01,1.029200000000000017e+02
6.751449532508850098e+02,2.500000000000000000e+01,1.027699999999999960e+02
6.761480457782745361e+02,2.500000000000000000e+01,1.027399999999999949e+02
6.771414377689361572e+02,2.500000000000000000e+01,1.026500000000000057e+02
6.781419270038604736e+02,2.500000000000000000e+01,1.025000000000000000e+02
6.791438872814178467e+02,2.500000000000000000e+01,1.022800000000000011e+02
6.801386001110076904e+02,2.500000000000000000e+01,1.022600000000000051e+02
6.811373126506805420e+02,2.500000000000000000e+01,1.021599999999999966e+02
6.821377871036529541e+02,2.500000000000000000e+01,1.020600000000000023e+02
6.831354069709777832e+02,2.500000000000000000e+01,1.018199999999999932e+02
6.841326098442077637e+02,2.500000000000000000e+01,1.017699999999999960e+02
6.851305129528045654e+02,2.500000000000000000e+01,1.016700000000000017e+02
6.861275582313537598e+02,2.500000000000000000e+01,1.014500000000000028e+02
6.871273159980773926e+02,2.500000000000000000e+01,1.013299999999999983e+02
6.881298611164093018e+02,2.500000000000000000e+01,1.012500000000000000e+02
6.891280798912048340e+02,2.500000000000000000e+01,1.012099999999999937e+02
6.901241822242736816e+02,2.500000000000000000e+01,1.011099999999999994e+02
6.911220738887786865e+02,2.500000000000000000e+01,1.008400000000000034e+02
6.921236104965209961e+02,2.500000000000000000e+01,1.007699999999999960e+02
6.931262466907501221e+02,2.500000000000000000e+01,1.007699999999999960e+02
6.941281881332397461e+02,2.500000000000000000e+01,1.005499999999999972e+02
6.951270277500152588e+02,2.500000000000000000e+01,1.003799999999999955e+02
6.961239955425262451e+02,2.500000000000000000e+01,1.003499999999999943e+02
6.971157011985778809e+02,2.500000000000000000e+01,1.003299999999999983e+02
6.981168537139892578e+02,2.500000000000000000e+01,1.002800000000000011e+02
6.991141140460968018e+02,2.500000000000000000e+01,1.002800000000000011e+02
7.001111476421356201e+02,2.500000000000000000e+01,1.001099999999999994e+02
7.011071388721466064e+02,2.500000000000000000e+01,9.984000000000000341e+01
7.021068477630615234e+02,2.500000000000000000e+01,9.976999999999999602e+01
7.031031119823455811e+02,2.500000000000000000e+01,9.979000000000000625e+01
7.041028318405151367e+02,2.500000000000000000e+01,9.954999999999999716e+01
7.051018791198730469e+02,2.500000000000000000e+01,9.937999999999999545e+01
7.061014523506164551e+02,2.500000000000000000e+01,9.928000000000000114e+01
7.070970051288604736e+02,2.500000000000000000e+01,9.923000000000000398e+01
7.080911195278167725e+02,2.500000000000000000e+01,9.915999999999999659e+01
7.090924298763275146e+02,2.500000000000000000e+01,9.890999999999999659e+01
7.100926067829132080e+02,2.500000000000000000e+01,9.885999999999999943e+01
7.110899972915649414e+02,2.500000000000000000e+01,9.884000000000000341e+01
7.120916893482208252e+02,2.500000000000000000e+01,9.884000000000000341e+01
7.130862579345703125e+02,2.500000000000000000e+01,9.846999999999999886e+01
7.140839395523071289e+02,2.500000000000000000e+01,9.846999999999999886e+01
7.150817379951477051e+02,2.500000000000000000e+01,9.829999999999999716e+01
7.160806043148040771e+02,2.500000000000000000e+01,9.832999999999999829e+01
7.170802910327911377e+02,2.500000000000000000e+01,9.829999999999999716e+01
7.181194341182708740e+02,2.500000000000000000e+01,9.806000000000000227e+01
7.191204698085784912e+02,2.500000000000000000e+01,9.790999999999999659e+01
7.201156635284423828e+02,2.500000000000000000e+01,9.790999999999999659e+01
7.211193294525146484e+02,2.500000000000000000e+01,9.781000000000000227e+01
7.221128869056701660e+02,2.500000000000000000e+01,9.773999999999999488e+01
7.231178317070007324e+02,2.500000000000000000e+01,9.746999999999999886e+01
7.241163802146911621e+02,2.500000000000000000e+01,9.742000000000000171e+01
7.251119019985198975e+02,2.500000000000000000e+01,9.742000000000000171e+01
7.261267960071563721e+02,2.500000000000000000e+01,9.734999999999999432e+01
7.289240210056304932e+02,2.500000000000000000e+01,9.723000000000000398e+01
7.302262697219848633e+02,2.500000000000000000e+01,9.706000000000000227e+01
7.312325503826141357e+02,2.500000000000000000e+01,9.695999999999999375e+01
7.323760039806365967e+02,2.500000000000000000e+01,9.687999999999999545e+01
7.333770236968994141e+02,2.500000000000000000e+01,9.685999999999999943e+01
7.343806571960449219e+02,2.500000000000000000e+01,9.685999999999999943e+01
7.353714952468872070e+02,2.500000000000000000e+01,9.670999999999999375e+01
7.375586562156677246e+02,2.500000000000000000e+01,9.645000000000000284e+01
7.386864447593688965e+02,2.500000000000000000e+01,9.629999999999999716e+01
7.396861379146575928e+02,2.500000000000000000e+01,9.640000000000000568e+01
7.406780912876129150e+02,2.500000000000000000e+01,9.629999999999999716e+01
7.416763596534729004e+02,2.500000000000000000e+01,9.618000000000000682e+01
7.426741712093353271e+02,2.500000000000000000e+01,9.612999999999999545e+01
7.436691029071807861e+02,2.500000000000000000e+01,9.598000000000000398e+01
7.446651628017425537e+02,2.500000000000000000e+01,9.593000000000000682e+01
7.457690567970275879e+02,2.500000000000000000e+01,9.581000000000000227e+01
7.469031724929809570e+02,2.500000000000000000e+01,9.548999999999999488e+01
7.479060080051422119e+02,2.500000000000000000e+01,9.543999999999999773e+01
7.489112527370452881e+02,2.500000000000000000e+01,9.537000000000000455e+01
7.499171428680419922e+02,2.500000000000000000e+01,9.542000000000000171e+01
7.509204835891723633e+02,2.500000000000000000e+01,9.540000000000000568e+01
7.519217715263366699e+02,2.500000000000000000e+01,9.537000000000000455e+01
7.529238386154174805e+02,2.500000000000000000e+01,9.534999999999999432e+01
7.539247548580169678e+02,2.500000000000000000e+01,9.534999999999999432e+01
7.549249072074890137e+02,2.500000000000000000e+01,9.529999999999999716e+01
7.559228286743164062e+02,2.500000000000000000e+01,9.498000000000000398e+01
7.569258191585540771e+02,2.500000000000000000e+01,9.495999999999999375e+01
7.579217619895935059e+02,2.500000000000000000e+01,9.485999999999999943e+01
7.589237473011016846e+02,2.500000000000000000e+01,9.485999999999999943e+01
7.599252324104309082e+02,2.500000000000000000e+01,9.490999999999999659e+01
7.609171457290649414e+02,2.500000000000000000e+01,9.481000000000000227e+01
7.619202916622161865e+02,2.500000000000000000e+01,9.456999999999999318e+01
7.629246785640716553e+02,2.500000000000000000e+01,9.448999999999999488e+01
7.639221336841583252e+02,2.500000000000000000e+01,9.448999999999999488e+01
7.650682373046875000e+02,2.500000000000000000e+01,9.448999999999999488e+01
7.660614247322082520e+02,2.500000000000000000e+01,9.446999999999999886e+01
7.670656414031982422e+02,2.500000000000000000e+01,9.443999999999999773e+01
7.680649127960205078e+02,2.500000000000000000e+01,9.434999999999999432e+01
7.690703902244567871e+02,2.500000000000000000e+01,9.443999999999999773e+01
7.700666992664337158e+02,2.500000000000000000e+01,9.442000000000000171e+01
7.710572352409362793e+02,2.500000000000000000e+01,9.442000000000000171e+01
7.720545725822448730e+02,2.500000000000000000e+01,9.437000000000000455e+01
7.730555574893951416e+02,2.500000000000000000e+01,9.404999999999999716e+01
7.740601434707641602e+02,2.500000000000000000e+01,9.395999999999999375e+01
7.750528743267059326e+02,2.500000000000000000e+01,9.398000000000000398e+01
7.760487983226776123e+02,2.500000000000000000e+01,9.398000000000000398e+01
7.770528645515441895e+02,2.500000000000000000e+01,9.393000000000000682e+01
7.780561294555664062e+02,2.500000000000000000e+01,9.390999999999999659e+01
7.790602109432220459e+02,2.500000000000000000e+01,9.387999999999999545e+01
7.800646431446075439e+02,2.500000000000000000e+01,9.393000000000000682e+01
7.810667920112609863e+02,2.500000000000000000e+01,9.387999999999999545e+01
7.820682048797607422e+02,2.500000000000000000e+01,9.364000000000000057e+01
7.830717139244079590e+02,2.500000000000000000e+01,9.343999999999999773e+01
7.840660321712493896e+02,2.500000000000000000e+01,9.339000000000000057e+01
7.850681798458099365e+02,2.500000000000000000e+01,9.339000000000000057e+01
7.860734534263610840e+02,2.500000000000000000e+01,9.326999999999999602e+01
7.870701184272766113e+02,2.500000000000000000e+01,9.320000000000000284e+01
7.880729358196258545e+02,2.500000000000000000e+01,9.315000000000000568e+01
7.890638322830200195e+02,2.500000000000000000e+01,9.329999999999999716e+01
7.900648429393768311e+02,2.500000000000000000e+01,9.309999999999999432e+01
7.910572094917297363e+02,2.500000000000000000e+01,9.303000000000000114e+01
7.920559718608856201e+02,2.500000000000000000e+01,9.300000000000000000e+01
7.930530502796173096e+02,2.500000000000000000e+01,9.298000000000000398e+01
7.940550587177276611e+02,2.500000000000000000e+01,9.295000000000000284e+01
7.950536937713623047e+02,2.500000000000000000e+01,9.287999999999999545e+01
7.960544235706329346e+02,2.500000000000000000e+01,9.293000000000000682e+01
7.970532624721527100e+02,2.500000000000000000e+01,9.298000000000000398e+01
7.980522787570953369e+02,2.500000000000000000e+01,9.282999999999999829e+01
7.990542688369750977e+02,2.500000000000000000e+01,9.282999999999999829e+01
8.000540409088134766e+02,2.500000000000000000e+01,9.264000000000000057e+01
8.010593142509460449e+02,2.500000000000000000e+01,9.254000000000000625e+01
8.020580110549926758e+02,2.500000000000000000e+01,9.254000000000000625e+01
8.030571148395538330e+02,2.500000000000000000e+01,9.251000000000000512e+01
8.040572504997253418e+02,2.500000000000000000e+01,9.242000000000000171e+01
8.050562222003936768e+02,2.500000000000000000e+01,9.237000000000000455e+01
8.060575332641601562e+02,2.500000000000000000e+01,9.221999999999999886e+01
8.070563092231750488e+02,2.500000000000000000e+01,9.204999999999999716e+01
8.080499849319458008e+02,2.500000000000000000e+01,9.204999999999999716e+01
8.090538883209228516e+02,2.500000000000000000e+01,9.203000000000000114e+01
8.100517897605895996e+02,2.500000000000000000e+01,9.195000000000000284e+01
8.110573782920837402e+02,2.500000000000000000e+01,9.185999999999999943e+01
8.120586504936218262e+02,2.500000000000000000e+01,9.160999999999999943e+01
8.130592868328094482e+02,2.500000000000000000e+01,9.154000000000000625e+01
8.140574464797973633e+02,2.500000000000000000e+01,9.148999999999999488e+01
8.150569407939910889e+02,2.500000000000000000e+01,9.142000000000000171e+01
8.160634129047393799e+02,2.500000000000000000e+01,9.143999999999999773e+01
8.170580017566680908e+02,2.500000000000000000e+01,9.120000000000000284e+01
8.180621736049652100e+02,2.500000000000000000e+01,9.117000000000000171e+01
8.190612778663635254e+02,2.500000000000000000e+01,9.106999999999999318e+01
8.200601258277893066e+02,2.500000000000000000e+01,9.103000000000000114e+01
8.210554382801055908e+02,2.500000000000000000e+01,9.100000000000000000e+01
8.220593111515045166e+02,2.500000000000000000e+01,9.104999999999999716e+01
8.230606894493103027e+02,2.500000000000000000e+01,9.100000000000000000e+01
8.240580060482025146e+02,2.500000000000000000e+01,9.100000000000000000e+01
8.250602867603302002e+02,2.500000000000000000e+01,9.098000000000000398e+01
8.260617833137512207e+02,2.500000000000000000e+01,9.084999999999999432e+01
8.270594499111175537e+02,2.500000000000000000e+01,9.062999999999999545e+01
8.280583825111389160e+02,2.500000000000000000e+01,9.059000000000000341e+01
8.290609428882598877e+02,2.500000000000000000e+01,9.045999999999999375e+01
8.300622608661651611e+02,2.500000000000000000e+01,9.045999999999999375e+01
8.310625452995300293e+02,2.500000000000000000e+01,9.045999999999999375e+01
8.320627725124359131e+02,2.500000000000000000e+01,9.039000000000000057e+01
8.330609531402587891e+02,2.500000000000000000e+01,9.026999999999999602e+01
8.340572619438171387e+02,2.500000000000000000e+01,9.015000000000000568e+01
8.350573880672454834e+02,2.500000000000000000e+01,9.012000000000000455e+01
8.360554575920104980e+02,2.500000000000000000e+01,9.009999999999999432e+01
8.370547959804534912e+02,2.500000000000000000e+01,9.015000000000000568e+01
8.380527780055999756e+02,2.500000000000000000e+01,9.009999999999999432e+01
8.390551795959472656e+02,2.500000000000000000e+01,9.006999999999999318e+01
8.400593023300170898e+02,2.500000000000000000e+01,9.009999999999999432e+01
8.410561888217926025e+02,2.500000000000000000e+01,9.006999999999999318e+01
8.420548024177551270e+02,2.500000000000000000e+01,9.009999999999999432e+01
8.430491964817047119e+02,2.500000000000000000e+01,9.004999999999999716e+01
8.440462412834167480e+02,2.500000000000000000e+01,8.995000000000000284e+01
8.450439074039459229e+02,2.500000000000000000e+01,9.001999999999999602e+01
8.460456426143646240e+02,2.500000000000000000e+01,9.001999999999999602e+01
8.470429029464721680e+02,5.500000000000000000e+01,9.004999999999999716e+01
8.480393896102905273e+02,5.500000000000000000e+01,8.995000000000000284e+01
8.490361225605010986e+02,5.500000000000000000e+01,8.990000000000000568e+01
8.500351874828338623e+02,5.500000000000000000e+01,9.001999999999999602e+01
8.510341572761535645e+02,5.500000000000000000e+01,9.006999999999999318e+01
8.520306911468505859e+02,5.500000000000000000e+01,9.034000000000000341e+01
8.530296323299407959e+02,5.500000000000000000e+01,9.043999999999999773e+01
8.540336048603057861e+02,5.500000000000000000e+01,9.043999999999999773e+01
8.550344243049621582e+02,5.500000000000000000e+01,9.059000000000000341e+01
8.560336110591888428e+02,5.500000000000000000e+01,9.090000000000000568e+01
8.570324909687042236e+02,5.500000000000000000e+01,9.106999999999999318e+01
8.580318274497985840e+02,5.500000000000000000e+01,9.134000000000000341e+01
8.590250735282897949e+02,5.500000000000000000e+01,9.143999999999999773e+01
8.600272121429443359e+02,5.500000000000000000e+01,9.159000000000000341e+01
8.610261161327362061e+02,5.500000000000000000e+01,9.187999999999999545e+01
8.620248415470123291e+02,5.500000000000000000e+01,9.204999999999999716e+01
8.630229516029357910e+02,5.500000000000000000e+01,9.237000000000000455e+01
8.640228841304779053e+02,5.500000000000000000e+01,9.251000000000000512e+01
8.650203928947448730e+02,5.500000000000000000e+01,9.281000000000000227e+01
8.660171983242034912e+02,5.500000000000000000e+01,9.304999999999999716e+01
8.670173850059509277e+02,5.500000000000000000e+01,9.325000000000000000e+01
8.680172500610351562e+02,5.500000000000000000e+01,9.351999999999999602e+01
8.690080299377441406e+02,5.500000000000000000e+01,9.370999999999999375e+01
8.700103645324707031e+02,5.500000000000000000e+01,9.407999999999999829e+01
8.710080311298370361e+02,5.500000000000000000e+01,9.431999999999999318e+01
8.720106904506683350e+02,5.500000000000000000e+01,9.470999999999999375e+01
8.730072042942047119e+02,5.500000000000000000e+01,9.487999999999999545e+01
8.740071508884429932e+02,5.500000000000000000e+01,9.512999999999999545e+01
8.750064558982849121e+02,5.500000000000000000e+01,9.543999999999999773e+01
8.760114362239837646e+02,5.500000000000000000e+01,9.570999999999999375e+01
8.770113487243652344e+02,5.500000000000000000e+01,9.620000000000000284e+01
8.780124380588531494e+02,5.500000000000000000e+01,9.631999999999999318e+01
8.790134136676788330e+02,5.500000000000000000e+01,9.664000000000000057e+01
8.800088865756988525e+02,5.500000000000000000e+01,9.679000000000000625e+01
8.810117766857147217e+02,5.500000000000000000e+01,9.712999999999999545e+01
8.820128333568572998e+02,5.500000000000000000e+01,9.742000000000000171e+01
8.830118010044097900e+02,5.500000000000000000e+01,9.773999999999999488e+01
8.840093834400177002e+02,5.500000000000000000e+01,9.790999999999999659e+01
8.850093433856964111e+02,5.500000000000000000e+01,9.820000000000000284e+01
8.860077636241912842e+02,5.500000000000000000e+01,9.854000000000000625e+01
8.870074508190155029e+02,5.500000000000000000e+01,9.862000000000000455e+01
8.880040385723114014e+02,5.500000000000000000e+01,9.910999999999999943e+01
8.890081844329833984e+02,5.500000000000000000e+01,9.929999999999999716e+01
8.900117781162261963e+02,5.500000000000000000e+01,9.946999999999999886e+01
8.910142657756805420e+02,5.500000000000000000e+01,9.968999999999999773e+01
8.920154683589935303e+02,5.500000000000000000e+01,1.001299999999999955e+02
8.930117797851562500e+02,5.500000000000000000e+01,1.002500000000000000e+02
8.940082249641418457e+02,5.500000000000000000e+01,1.005999999999999943e+02
8.950096588134765625e+02,5.500000000000000000e+01,1.007399999999999949e+02
8.960064291954040527e+02,5.500000000000000000e+01,1.010100000000000051e+02
8.970092666149139404e+02,5.500000000000000000e+01,1.012500000000000000e+02
8.980038924217224121e+02,5.500000000000000000e+01,1.015999999999999943e+02
8.990052344799041748e+02,5.500000000000000000e+01,1.018199999999999932e+02
9.000038831233978271e+02,5.500000000000000000e+01,1.019899999999999949e+02
9.010039019584655762e+02,5.500000000000000000e+01,1.022999999999999972e+02
9.020029134750366211e+02,5.500000000000000000e+01,1.025699999999999932e+02
9.029972016811370850e+02,5.500000000000000000e+01,1.026700000000000017e+02
9.039974040985107422e+02,5.500000000000000000e+01,1.030400000000000063e+02
9.049992108345031738e+02,5.500000000000000000e+01,1.032600000000000051e+02
9.060017948150634766e+02,5.500000000000000000e+01,1.036200000000000045e+02
9.070028474330902100e+02,5.500000000000000000e+01,1.038199999999999932e+02
9.080028362274169922e+02,5.500000000000000000e+01,1.040100000000000051e+02
9.089991576671600342e+02,5.500000000000000000e+01,1.044500000000000028e+02
9.099981415271759033e+02,5.500000000000000000e+01,1.047199999999999989e+02
9.109973876476287842e+02,5.500000000000000000e+01,1.050400000000000063e+02
9.119952888488769531e+02,5.500000000000000000e+01,1.052600000000000051e+02
9.129934577941894531e+02,5.500000000000000000e+01,1.055000000000000000e+02
9.139914047718048096e+02,5.500000000000000000e+01,1.059699999999999989e+02
9.149961550235748291e+02,5.500000000000000000e+01,1.060900000000000034e+02
9.159951436519622803e+02,5.500000000000000000e+01,1.063799999999999955e+02
9.169923655986785889e+02,5.500000000000000000e+01,1.065300000000000011e+02
9.179881978034973145e+02,5.500000000000000000e+01,1.067999999999999972e+02
9.189892170429229736e+02,5.500000000000000000e+01,1.069699999999999989e+02
9.199892482757568359e+02,5.500000000000000000e+01,1.071599999999999966e+02
9.209859437942504883e+02,5.500000000000000000e+01,1.073599999999999994e+02
9.219848463535308838e+02,5.500000000000000000e+01,1.075000000000000000e+02
9.229848897457122803e+02,5.500000000000000000e+01,1.077199999999999989e+02
9.239871952533721924e+02,5.500000000000000000e+01,1.079899999999999949e+02
9.249817788600921631e+02,5.500000000000000000e+01,1.082099999999999937e+02
9.259829051494598389e+02,5.500000000000000000e+01,1.083799999999999955e+02
9.269818096160888672e+02,5.500000000000000000e+01,1.085999999999999943e+02
9.279827616214752197e+02,5.500000000000000000e+01,1.088499999999999943e+02
9.289858682155609131e+02,5.500000000000000000e+01,1.090199999999999960e+02
9.299865396022796631e+02,5.500000000000000000e+01,1.090400000000000063e+02
9.309872140884399414e+02,5.500000000000000000e+01,1.093799999999999955e+02
9.319838519096374512e+02,5.500000000000000000e+01,1.093599999999999994e+02
9.329845809936523438e+02,5.500000000000000000e+01,1.097000000000000028e+02
9.339828369617462158e+02,5.500000000000000000e+01,1.099000000000000057e+02
9.349801900386810303e+02,5.500000000000000000e+01,1.102399999999999949e+02
9.359783689975738525e+02,5.500000000000000000e+01,1.104300000000000068e+02
9.369782233238220215e+02,5.500000000000000000e+01,1.108499999999999943e+02
9.379803066253662109e+02,5.500000000000000000e+01,1.110000000000000000e+02
9.389753103256225586e+02,5.500000000000000000e+01,1.112399999999999949e+02
9.399701378345489502e+02,5.500000000000000000e+01,1.112900000000000063e+02
9.409701170921325684e+02,5.500000000000000000e+01,1.113599999999999994e+02
9.419636976718902588e+02,5.500000000000000000e+01,1.119000000000000057e+02
9.429565730094909668e+02,5.500000000000000000e+01,1.119500000000000028e+02
9.439569368362426758e+02,5.500000000000000000e+01,1.122199999999999989e+02
9.449498381614685059e+02,5.500000000000000000e+01,1.124399999999999977e+02
9.459417998790740967e+02,5.500000000000000000e+01,1.128499999999999943e+02
9.469473922252655029e+02,5.500000000000000000e+01,1.130199999999999960e+02
9.479386258125305176e+02,5.500000000000000000e+01,1.132199999999999989e+02
9.489352085590362549e+02,5.500000000000000000e+01,1.134599999999999937e+02
9.499298493862152100e+02,5.500000000000000000e+01,1.137500000000000000e+02
9.509301106929779053e+02,5.500000000000000000e+01,1.137999999999999972e+02
9.519296233654022217e+02,5.500000000000000000e+01,1.139300000000000068e+02
9.529283845424652100e+02,5.500000000000000000e+01,1.140199999999999960e+02
9.539226317405700684e+02,5.500000000000000000e+01,1.143199999999999932e+02
9.549177010059356689e+02,5.500000000000000000e+01,1.144399999999999977e+02
9.559205474853515625e+02,5.500000000000000000e+01,1.146599999999999966e+02
9.569117739200592041e+02,5.500000000000000000e+01,1.148499999999999943e+02
9.579117674827575684e+02,5.500000000000000000e+01,1.150000000000000000e+02
9.589116973876953125e+02,5.500000000000000000e+01,1.153199999999999932e+02
9.599127833843231201e+02,5.500000000000000000e+01,1.155900000000000034e+02
9.609127619266510010e+02,5.500000000000000000e+01,1.158299999999999983e+02
9.619126973152160645e+02,5.500000000000000000e+01,1.161200000000000045e+02
9.629115180969238281e+02,5.500000000000000000e+01,1.162900000000000063e+02
9.639132804870605469e+02,5.500000000000000000e+01,1.165100000000000051e+02
9.649154384136199951e+02,5.500000000000000000e+01,1.168100000000000023e+02
9.659206976890563965e+02,5.500000000000000000e+01,1.170300000000000011e+02
9.669217774868011475e+02,5.500000000000000000e+01,1.171200000000000045e+02
9.679239161014556885e+02,5.500000000000000000e+01,1.172000000000000028e+02
9.689261345863342285e+02,5.500000000000000000e+01,1.171700000000000017e+02
9.699217867851257324e+02,5.500000000000000000e+01,1.173199999999999932e+02
9.709238402843475342e+02,5.500000000000000000e+01,1.176400000000000006e+02
9.719182076454162598e+02,5.500000000000000000e+01,1.176599999999999966e+02
9.729155478477478027e+02,5.500000000000000000e+01,1.178599999999999994e+02
9.739128444194793701e+02,5.500000000000000000e+01,1.181700000000000017e+02
9.749129199981689453e+02,5.500000000000000000e+01,1.183199999999999932e+02
9.759083564281463623e+02,5.500000000000000000e+01,1.184399999999999977e+02
9.769106910228729248e+02,5.500000000000000000e+01,1.186099999999999994e+02
9.779081330299377441e+02,5.500000000000000000e+01,1.186599999999999966e+02
9.789050104618072510e+02,5.500000000000000000e+01,1.187600000000000051e+02
9.799049828052520752e+02,5.500000000000000000e+01,1.187800000000000011e+02
9.809028425216674805e+02,5.500000000000000000e+01,1.189599999999999937e+02
9.819063982963562012e+02,5.500000000000000000e+01,1.190999999999999943e+02
9.829742729663848877e+02,5.500000000000000000e+01,1.192000000000000028e+02
9.841708230972290039e+02,5.500000000000000000e+01,1.195199999999999960e+02
9.851692426204681396e+02,5.500000000000000000e+01,1.197399999999999949e+02
9.861626126766204834e+02,5.500000000000000000e+01,1.199300000000000068e+02
9.871585404872894287e+02,5.500000000000000000e+01,1.200300000000000011e+02
