Tiempo (seg), Entrada 25 (%), Temperatura 1 (°C)
1.044769127845764160e+03,5.000000000000000000e+01,9.937999999999999545e+01
1.045763208866119385e+03,5.000000000000000000e+01,9.968999999999999773e+01
1.046769868850708008e+03,5.000000000000000000e+01,9.984000000000000341e+01
1.047774372100830078e+03,5.000000000000000000e+01,1.002099999999999937e+02
1.048765308618545532e+03,5.000000000000000000e+01,1.001800000000000068e+02
1.049756512165069580e+03,5.000000000000000000e+01,1.005000000000000000e+02
1.050758068084716797e+03,5.000000000000000000e+01,1.006899999999999977e+02
1.051752062797546387e+03,5.000000000000000000e+01,1.008400000000000034e+02
1.052743851900100708e+03,5.000000000000000000e+01,1.011599999999999966e+02
1.053734738349914551e+03,5.000000000000000000e+01,1.010799999999999983e+02
1.054739874839782715e+03,5.000000000000000000e+01,1.013799999999999955e+02
1.055745906352996826e+03,5.000000000000000000e+01,1.015999999999999943e+02
1.056747629404067993e+03,5.000000000000000000e+01,1.017900000000000063e+02
1.057738321065902710e+03,5.000000000000000000e+01,1.019099999999999966e+02
1.058742106199264526e+03,5.000000000000000000e+01,1.021299999999999955e+02
1.059747828960418701e+03,5.000000000000000000e+01,1.022800000000000011e+02
1.060752068519592285e+03,5.000000000000000000e+01,1.025199999999999960e+02
1.061756979465484619e+03,5.000000000000000000e+01,1.025699999999999932e+02
1.062762120962142944e+03,5.000000000000000000e+01,1.027900000000000063e+02
1.063765132427215576e+03,5.000000000000000000e+01,1.030900000000000034e+02
1.064760121822357178e+03,5.000000000000000000e+01,1.031599999999999966e+02
1.065761853933334351e+03,5.000000000000000000e+01,1.032600000000000051e+02
1.066767331123352051e+03,5.000000000000000000e+01,1.035000000000000000e+02
1.067772086143493652e+03,5.000000000000000000e+01,1.035999999999999943e+02
1.068771364212036133e+03,5.000000000000000000e+01,1.037900000000000063e+02
1.069773578882217407e+03,5.000000000000000000e+01,1.040900000000000034e+02
1.070778639793395996e+03,5.000000000000000000e+01,1.040100000000000051e+02
1.071783954858779907e+03,5.000000000000000000e+01,1.044000000000000057e+02
1.072785926580429077e+03,5.000000000000000000e+01,1.045000000000000000e+02
1.073780313968658447e+03,5.000000000000000000e+01,1.045999999999999943e+02
1.074773789644241333e+03,5.000000000000000000e+01,1.049399999999999977e+02
1.075766339063644409e+03,5.000000000000000000e+01,1.051400000000000006e+02
1.076772129535675049e+03,5.000000000000000000e+01,1.051899999999999977e+02
1.077763523817062378e+03,5.000000000000000000e+01,1.055300000000000011e+02
1.078769256591796875e+03,5.000000000000000000e+01,1.054800000000000040e+02
1.079766101360321045e+03,5.000000000000000000e+01,1.057199999999999989e+02
1.080766302585601807e+03,5.000000000000000000e+01,1.059899999999999949e+02
1.081768095731735229e+03,5.000000000000000000e+01,1.061599999999999966e+02
1.082760004520416260e+03,5.000000000000000000e+01,1.062600000000000051e+02
1.083760860443115234e+03,5.000000000000000000e+01,1.064599999999999937e+02
1.084759571075439453e+03,5.000000000000000000e+01,1.066299999999999955e+02
1.085765958070755005e+03,5.000000000000000000e+01,1.069399999999999977e+02
1.086766987085342407e+03,5.000000000000000000e+01,1.070400000000000063e+02
1.087766417980194092e+03,5.000000000000000000e+01,1.071899999999999977e+02
1.088770281314849854e+03,5.000000000000000000e+01,1.074300000000000068e+02
1.089771989583969116e+03,5.000000000000000000e+01,1.075300000000000011e+02
1.090776602029800415e+03,5.000000000000000000e+01,1.077500000000000000e+02
1.091778619050979614e+03,5.000000000000000000e+01,1.080199999999999960e+02
1.092780695676803589e+03,5.000000000000000000e+01,1.080400000000000063e+02
1.093783945560455322e+03,5.000000000000000000e+01,1.083299999999999983e+02
1.094788096904754639e+03,5.000000000000000000e+01,1.084300000000000068e+02
1.095790362119674683e+03,5.000000000000000000e+01,1.085300000000000011e+02
1.096792852401733398e+03,5.000000000000000000e+01,1.087699999999999960e+02
1.097798090934753418e+03,5.000000000000000000e+01,1.088700000000000045e+02
1.098789129734039307e+03,5.000000000000000000e+01,1.091400000000000006e+02
1.099780702590942383e+03,5.000000000000000000e+01,1.093599999999999994e+02
1.100771792650222778e+03,5.000000000000000000e+01,1.094599999999999937e+02
1.101776618957519531e+03,5.000000000000000000e+01,1.095999999999999943e+02
1.102780702114105225e+03,5.000000000000000000e+01,1.098199999999999932e+02
1.103784506082534790e+03,5.000000000000000000e+01,1.099000000000000057e+02
1.104783494710922241e+03,5.000000000000000000e+01,1.100699999999999932e+02
1.105789525747299194e+03,5.000000000000000000e+01,1.102399999999999949e+02
1.106781753063201904e+03,5.000000000000000000e+01,1.104300000000000068e+02
1.107774807453155518e+03,5.000000000000000000e+01,1.104099999999999966e+02
1.108770080089569092e+03,5.000000000000000000e+01,1.105799999999999983e+02
1.109760702610015869e+03,5.000000000000000000e+01,1.107500000000000000e+02
1.110763399362564087e+03,5.000000000000000000e+01,1.109000000000000057e+02
1.111769394636154175e+03,5.000000000000000000e+01,1.109500000000000028e+02
1.112760567426681519e+03,5.000000000000000000e+01,1.111400000000000006e+02
1.113752112865447998e+03,5.000000000000000000e+01,1.113400000000000034e+02
1.114745295763015747e+03,5.000000000000000000e+01,1.114399999999999977e+02
1.115739423751831055e+03,5.000000000000000000e+01,1.115300000000000011e+02
1.116732177019119263e+03,5.000000000000000000e+01,1.117800000000000011e+02
1.117736541748046875e+03,5.000000000000000000e+01,1.118799999999999955e+02
1.118738629102706909e+03,5.000000000000000000e+01,1.119500000000000028e+02
1.119729076862335205e+03,5.000000000000000000e+01,1.121700000000000017e+02
1.120730104207992554e+03,5.000000000000000000e+01,1.124099999999999966e+02
1.121730103015899658e+03,5.000000000000000000e+01,1.123100000000000023e+02
1.122733539342880249e+03,5.000000000000000000e+01,1.125600000000000023e+02
1.123725572347640991e+03,5.000000000000000000e+01,1.127300000000000040e+02
1.124718099117279053e+03,5.000000000000000000e+01,1.128799999999999955e+02
1.125712432861328125e+03,5.000000000000000000e+01,1.128499999999999943e+02
1.126713968992233276e+03,5.000000000000000000e+01,1.129699999999999989e+02
1.127710703849792480e+03,5.000000000000000000e+01,1.131700000000000017e+02
1.128710083246231079e+03,5.000000000000000000e+01,1.133900000000000006e+02
1.129700706005096436e+03,5.000000000000000000e+01,1.132900000000000063e+02
1.130704757213592529e+03,5.000000000000000000e+01,1.134399999999999977e+02
1.131708237886428833e+03,5.000000000000000000e+01,1.137500000000000000e+02
1.132712604284286499e+03,5.000000000000000000e+01,1.138799999999999955e+02
1.133711733818054199e+03,5.000000000000000000e+01,1.139000000000000057e+02
1.134714844465255737e+03,5.000000000000000000e+01,1.140199999999999960e+02
1.135718103170394897e+03,5.000000000000000000e+01,1.142399999999999949e+02
1.136721178054809570e+03,5.000000000000000000e+01,1.143400000000000034e+02
1.137725368738174438e+03,5.000000000000000000e+01,1.143700000000000045e+02
1.138728137731552124e+03,5.000000000000000000e+01,1.145799999999999983e+02
1.139721996545791626e+03,5.000000000000000000e+01,1.147300000000000040e+02
1.140726674556732178e+03,5.000000000000000000e+01,1.147800000000000011e+02
1.141732115507125854e+03,5.000000000000000000e+01,1.150499999999999972e+02
1.142730409622192383e+03,5.000000000000000000e+01,1.152900000000000063e+02
1.143730217456817627e+03,5.000000000000000000e+01,1.153400000000000034e+02
1.144734328508377075e+03,5.000000000000000000e+01,1.153900000000000006e+02
1.145733728885650635e+03,5.000000000000000000e+01,1.155400000000000063e+02
1.146733881235122681e+03,5.000000000000000000e+01,1.156599999999999966e+02
1.147732795476913452e+03,5.000000000000000000e+01,1.157300000000000040e+02
1.148731739521026611e+03,5.000000000000000000e+01,1.158100000000000023e+02
1.149736782312393188e+03,5.000000000000000000e+01,1.160999999999999943e+02
1.150741754055023193e+03,5.000000000000000000e+01,1.162000000000000028e+02
1.151746227264404297e+03,5.000000000000000000e+01,1.162900000000000063e+02
1.152749216318130493e+03,5.000000000000000000e+01,1.164399999999999977e+02
1.153753775358200073e+03,5.000000000000000000e+01,1.165100000000000051e+02
1.154759077548980713e+03,5.000000000000000000e+01,1.167800000000000011e+02
1.155759085893630981e+03,5.000000000000000000e+01,1.168100000000000023e+02
1.156751575231552124e+03,5.000000000000000000e+01,1.168299999999999983e+02
1.157743502855300903e+03,5.000000000000000000e+01,1.169000000000000057e+02
1.158746707916259766e+03,5.000000000000000000e+01,1.171200000000000045e+02
1.159741635084152222e+03,5.000000000000000000e+01,1.172199999999999989e+02
1.160743673324584961e+03,5.000000000000000000e+01,1.173199999999999932e+02
1.161748066186904907e+03,5.000000000000000000e+01,1.172699999999999960e+02
1.162742020845413208e+03,5.000000000000000000e+01,1.173400000000000034e+02
1.163739493370056152e+03,5.000000000000000000e+01,1.175600000000000023e+02
1.164740720272064209e+03,5.000000000000000000e+01,1.176599999999999966e+02
1.165744468927383423e+03,5.000000000000000000e+01,1.178100000000000023e+02
1.166747374534606934e+03,5.000000000000000000e+01,1.177800000000000011e+02
1.167750760316848755e+03,5.000000000000000000e+01,1.180300000000000011e+02
1.168743666887283325e+03,5.000000000000000000e+01,1.181299999999999955e+02
1.169735046386718750e+03,5.000000000000000000e+01,1.182699999999999960e+02
1.170740059375762939e+03,5.000000000000000000e+01,1.183199999999999932e+02
1.171745736360549927e+03,5.000000000000000000e+01,1.184699999999999989e+02
1.172738280296325684e+03,5.000000000000000000e+01,1.186099999999999994e+02
1.173742088794708252e+03,5.000000000000000000e+01,1.188100000000000023e+02
1.174733470678329468e+03,5.000000000000000000e+01,1.187800000000000011e+02
1.175739177942276001e+03,5.000000000000000000e+01,1.189599999999999937e+02
1.176742870330810547e+03,5.000000000000000000e+01,1.190999999999999943e+02
1.177733147859573364e+03,5.000000000000000000e+01,1.191500000000000057e+02
1.178738091468811035e+03,5.000000000000000000e+01,1.192500000000000000e+02
1.179731403350830078e+03,5.000000000000000000e+01,1.193700000000000045e+02
1.180729856491088867e+03,5.000000000000000000e+01,1.194200000000000017e+02
1.181720903396606445e+03,5.000000000000000000e+01,1.196899999999999977e+02
1.182722141265869141e+03,5.000000000000000000e+01,1.197399999999999949e+02
1.183724682331085205e+03,5.000000000000000000e+01,1.197099999999999937e+02
1.184723256826400757e+03,5.000000000000000000e+01,1.198299999999999983e+02
1.185723911285400391e+03,5.000000000000000000e+01,1.199599999999999937e+02
1.186725793600082397e+03,5.000000000000000000e+01,1.201500000000000057e+02
1.187728923559188843e+03,5.000000000000000000e+01,1.202000000000000028e+02
1.188719416379928589e+03,5.000000000000000000e+01,1.202999999999999972e+02
1.189723340988159180e+03,5.000000000000000000e+01,1.203199999999999932e+02
1.190722142219543457e+03,5.000000000000000000e+01,1.205199999999999960e+02
1.191724902153015137e+03,5.000000000000000000e+01,1.207099999999999937e+02
1.192729530811309814e+03,5.000000000000000000e+01,1.206899999999999977e+02
1.193733816146850586e+03,5.000000000000000000e+01,1.206899999999999977e+02
1.194733364820480347e+03,5.000000000000000000e+01,1.208100000000000023e+02
1.195725699663162231e+03,5.000000000000000000e+01,1.210499999999999972e+02
1.196723901033401489e+03,5.000000000000000000e+01,1.212000000000000028e+02
1.197724514484405518e+03,5.000000000000000000e+01,1.211299999999999955e+02
1.198725865602493286e+03,5.000000000000000000e+01,1.211800000000000068e+02
1.199716196298599243e+03,5.000000000000000000e+01,1.214000000000000057e+02
1.200707628488540649e+03,5.000000000000000000e+01,1.214699999999999989e+02
1.201699126958847046e+03,5.000000000000000000e+01,1.215400000000000063e+02
1.202698084831237793e+03,5.000000000000000000e+01,1.216899999999999977e+02
1.203696818351745605e+03,5.000000000000000000e+01,1.216400000000000006e+02
1.204687336444854736e+03,5.000000000000000000e+01,1.217600000000000051e+02
1.205679238796234131e+03,5.000000000000000000e+01,1.219599999999999937e+02
1.206682105779647827e+03,5.000000000000000000e+01,1.220600000000000023e+02
1.207681745290756226e+03,5.000000000000000000e+01,1.220799999999999983e+02
1.208674530029296875e+03,5.000000000000000000e+01,1.221500000000000057e+02
1.209675776720046997e+03,5.000000000000000000e+01,1.223199999999999932e+02
1.210667505264282227e+03,5.000000000000000000e+01,1.224000000000000057e+02
1.211659082651138306e+03,5.000000000000000000e+01,1.225900000000000034e+02
1.212656184673309326e+03,5.000000000000000000e+01,1.225400000000000063e+02
1.213649075984954834e+03,5.000000000000000000e+01,1.226400000000000006e+02
1.214640548706054688e+03,5.000000000000000000e+01,1.226899999999999977e+02
1.215632116079330444e+03,5.000000000000000000e+01,1.228100000000000023e+02
1.216630706787109375e+03,5.000000000000000000e+01,1.229300000000000068e+02
1.217634006023406982e+03,5.000000000000000000e+01,1.230600000000000023e+02
1.218639626502990723e+03,5.000000000000000000e+01,1.230100000000000051e+02
1.219632146120071411e+03,5.000000000000000000e+01,1.231299999999999955e+02
1.220633914232254028e+03,5.000000000000000000e+01,1.230600000000000023e+02
1.221626562356948853e+03,5.000000000000000000e+01,1.231099999999999994e+02
1.222618086099624634e+03,5.000000000000000000e+01,1.233299999999999983e+02
1.223620475053787231e+03,5.000000000000000000e+01,1.235400000000000063e+02
1.224624652385711670e+03,5.000000000000000000e+01,1.235400000000000063e+02
1.225624474287033081e+03,5.000000000000000000e+01,1.235400000000000063e+02
1.226623287916183472e+03,5.000000000000000000e+01,1.236200000000000045e+02
1.227624252796173096e+03,5.000000000000000000e+01,1.236700000000000017e+02
1.228616202354431152e+03,5.000000000000000000e+01,1.238599999999999994e+02
1.229616356372833252e+03,5.000000000000000000e+01,1.239599999999999937e+02
1.230608719587326050e+03,5.000000000000000000e+01,1.240300000000000011e+02
1.231608487844467163e+03,5.000000000000000000e+01,1.240600000000000023e+02
1.232609048843383789e+03,5.000000000000000000e+01,1.241800000000000068e+02
1.233609026432037354e+03,5.000000000000000000e+01,1.242300000000000040e+02
1.234603245258331299e+03,5.000000000000000000e+01,1.243499999999999943e+02
1.235608852624893188e+03,5.000000000000000000e+01,1.245199999999999960e+02
1.236614240169525146e+03,5.000000000000000000e+01,1.245499999999999972e+02
1.237605358362197876e+03,5.000000000000000000e+01,1.246400000000000006e+02
1.238595751285552979e+03,5.000000000000000000e+01,1.245699999999999932e+02
1.239599080085754395e+03,5.000000000000000000e+01,1.248400000000000034e+02
1.240598097085952759e+03,5.000000000000000000e+01,1.249099999999999966e+02
1.241603182792663574e+03,5.000000000000000000e+01,1.250799999999999983e+02
1.242598104715347290e+03,5.000000000000000000e+01,1.251099999999999994e+02
1.243590629100799561e+03,5.000000000000000000e+01,1.251099999999999994e+02
1.244593867540359497e+03,5.000000000000000000e+01,1.251299999999999955e+02
1.245596167325973511e+03,5.000000000000000000e+01,1.254200000000000017e+02
1.246599696636199951e+03,5.000000000000000000e+01,1.255000000000000000e+02
1.247592089414596558e+03,5.000000000000000000e+01,1.255199999999999960e+02
1.248598118543624878e+03,5.000000000000000000e+01,1.255699999999999932e+02
1.249590711116790771e+03,5.000000000000000000e+01,1.255999999999999943e+02
1.250589873790740967e+03,5.000000000000000000e+01,1.256899999999999977e+02
1.251580951213836670e+03,5.000000000000000000e+01,1.257199999999999989e+02
1.252573750257492065e+03,5.000000000000000000e+01,1.257399999999999949e+02
1.253568544387817383e+03,5.000000000000000000e+01,1.257900000000000063e+02
1.254560320854187012e+03,5.000000000000000000e+01,1.259099999999999966e+02
1.255552109479904175e+03,5.000000000000000000e+01,1.259399999999999977e+02
1.256543877601623535e+03,5.000000000000000000e+01,1.260799999999999983e+02
1.257548069953918457e+03,5.000000000000000000e+01,1.260100000000000051e+02
1.258546161890029907e+03,5.000000000000000000e+01,1.260100000000000051e+02
1.259551774978637695e+03,5.000000000000000000e+01,1.260600000000000023e+02
1.260557579278945923e+03,5.000000000000000000e+01,1.263799999999999955e+02
1.261548906803131104e+03,5.000000000000000000e+01,1.264000000000000057e+02
1.262552919387817383e+03,5.000000000000000000e+01,1.264699999999999989e+02
1.263557621002197266e+03,5.000000000000000000e+01,1.265199999999999960e+02
1.264561208963394165e+03,5.000000000000000000e+01,1.266200000000000045e+02
1.265565358161926270e+03,5.000000000000000000e+01,1.265699999999999932e+02
1.266558298826217651e+03,5.000000000000000000e+01,1.265999999999999943e+02
1.267560694217681885e+03,5.000000000000000000e+01,1.266200000000000045e+02
1.268552125692367554e+03,5.000000000000000000e+01,1.265999999999999943e+02
1.269552000761032104e+03,5.000000000000000000e+01,1.266200000000000045e+02
1.270551885128021240e+03,5.000000000000000000e+01,1.266899999999999977e+02
1.271552918672561646e+03,5.000000000000000000e+01,1.266899999999999977e+02
1.272555517911911011e+03,5.000000000000000000e+01,1.267900000000000063e+02
1.273560714960098267e+03,5.000000000000000000e+01,1.267900000000000063e+02
1.274559707403182983e+03,5.000000000000000000e+01,1.267699999999999960e+02
1.275562117338180542e+03,5.000000000000000000e+01,1.269099999999999966e+02
1.276566814661026001e+03,5.000000000000000000e+01,1.268400000000000034e+02
1.277570695400238037e+03,5.000000000000000000e+01,1.269399999999999977e+02
1.278574456930160522e+03,5.000000000000000000e+01,1.269599999999999937e+02
1.279580706834793091e+03,5.000000000000000000e+01,1.269599999999999937e+02
1.280585371017456055e+03,5.000000000000000000e+01,1.269899999999999949e+02
1.281585802078247070e+03,5.000000000000000000e+01,1.269899999999999949e+02
1.282590393066406250e+03,5.000000000000000000e+01,1.270799999999999983e+02
1.283592696189880371e+03,5.000000000000000000e+01,1.270400000000000063e+02
1.284585975170135498e+03,5.000000000000000000e+01,1.272800000000000011e+02
1.285589894533157349e+03,5.000000000000000000e+01,1.273499999999999943e+02
1.286593998670578003e+03,5.000000000000000000e+01,1.275000000000000000e+02
1.287596328020095825e+03,5.000000000000000000e+01,1.274000000000000057e+02
1.288589504480361938e+03,5.000000000000000000e+01,1.273299999999999983e+02
1.289589075803756714e+03,5.000000000000000000e+01,1.273299999999999983e+02
1.290589620113372803e+03,5.000000000000000000e+01,1.272300000000000040e+02
1.291593921899795532e+03,5.000000000000000000e+01,1.274300000000000068e+02
1.292585095882415771e+03,5.000000000000000000e+01,1.274300000000000068e+02
1.293579100608825684e+03,5.000000000000000000e+01,1.274000000000000057e+02
1.294580065011978149e+03,5.000000000000000000e+01,1.273799999999999955e+02
1.295583463191986084e+03,5.000000000000000000e+01,1.275199999999999960e+02
1.296575317859649658e+03,5.000000000000000000e+01,1.272999999999999972e+02
1.297579104185104370e+03,5.000000000000000000e+01,1.273499999999999943e+02
1.298570187568664551e+03,5.000000000000000000e+01,1.275199999999999960e+02
1.299573879480361938e+03,5.000000000000000000e+01,1.275000000000000000e+02
1.300578101873397827e+03,5.000000000000000000e+01,1.274800000000000040e+02
1.301581734895706177e+03,5.000000000000000000e+01,1.276700000000000017e+02
1.302583514451980591e+03,5.000000000000000000e+01,1.277000000000000028e+02
1.303585645675659180e+03,5.000000000000000000e+01,1.276700000000000017e+02
1.304582741737365723e+03,5.000000000000000000e+01,1.277900000000000063e+02
1.305584955215454102e+03,5.000000000000000000e+01,1.279200000000000017e+02
1.306588100671768188e+03,5.000000000000000000e+01,1.281100000000000136e+02
1.307589874744415283e+03,5.000000000000000000e+01,1.280900000000000034e+02
1.308591690301895142e+03,5.000000000000000000e+01,1.283100000000000023e+02
1.309593928575515747e+03,5.000000000000000000e+01,1.282599999999999909e+02
1.310598243951797485e+03,5.000000000000000000e+01,1.285000000000000000e+02
1.311602144956588745e+03,5.000000000000000000e+01,1.285000000000000000e+02
1.312602402210235596e+03,5.000000000000000000e+01,1.285699999999999932e+02
1.313602082490921021e+03,5.000000000000000000e+01,1.286999999999999886e+02
1.314605185270309448e+03,5.000000000000000000e+01,1.287199999999999989e+02
1.315604063749313354e+03,5.000000000000000000e+01,1.287500000000000000e+02
1.316606462478637695e+03,5.000000000000000000e+01,1.284799999999999898e+02
1.317609067678451538e+03,5.000000000000000000e+01,1.284499999999999886e+02
1.318612727403640747e+03,5.000000000000000000e+01,1.284000000000000057e+02
1.319609342575073242e+03,5.000000000000000000e+01,1.280900000000000034e+02
1.320611025333404541e+03,5.000000000000000000e+01,1.280900000000000034e+02
1.321606824159622192e+03,5.000000000000000000e+01,1.280399999999999920e+02
1.322610703945159912e+03,5.000000000000000000e+01,1.281100000000000136e+02
1.323602980852127075e+03,5.000000000000000000e+01,1.281800000000000068e+02
1.324594344854354858e+03,5.000000000000000000e+01,1.285300000000000011e+02
1.325599633216857910e+03,5.000000000000000000e+01,1.285500000000000114e+02
1.326590937614440918e+03,5.000000000000000000e+01,1.287500000000000000e+02
1.327596194267272949e+03,5.000000000000000000e+01,1.290099999999999909e+02
1.328590082645416260e+03,5.000000000000000000e+01,1.289399999999999977e+02
1.329588103294372559e+03,5.000000000000000000e+01,1.290099999999999909e+02
1.330593321800231934e+03,5.000000000000000000e+01,1.291599999999999966e+02
1.331588109254837036e+03,5.000000000000000000e+01,1.292299999999999898e+02
1.332588925361633301e+03,5.000000000000000000e+01,1.293600000000000136e+02
1.333582110643386841e+03,5.000000000000000000e+01,1.291599999999999966e+02
1.334588103294372559e+03,5.000000000000000000e+01,1.292599999999999909e+02
1.335580060243606567e+03,5.000000000000000000e+01,1.293300000000000125e+02
1.336583659410476685e+03,5.000000000000000000e+01,1.294799999999999898e+02
1.337575883388519287e+03,5.000000000000000000e+01,1.294499999999999886e+02
1.338576491832733154e+03,5.000000000000000000e+01,1.295999999999999943e+02
1.339569484233856201e+03,5.000000000000000000e+01,1.296500000000000057e+02
1.340560383558273315e+03,5.000000000000000000e+01,1.296999999999999886e+02
1.341566110134124756e+03,5.000000000000000000e+01,1.297700000000000102e+02
1.342557759046554565e+03,5.000000000000000000e+01,1.297899999999999920e+02
1.343550698041915894e+03,5.000000000000000000e+01,1.298400000000000034e+02
1.344554911613464355e+03,5.000000000000000000e+01,1.298400000000000034e+02
1.345557987213134766e+03,5.000000000000000000e+01,1.297500000000000000e+02
1.346556516170501709e+03,5.000000000000000000e+01,1.298400000000000034e+02
1.347548096179962158e+03,5.000000000000000000e+01,1.298700000000000045e+02
1.348553900957107544e+03,5.000000000000000000e+01,1.299199999999999875e+02
1.349554967880249023e+03,5.000000000000000000e+01,1.298899999999999864e+02
1.350549166917800903e+03,5.000000000000000000e+01,1.299900000000000091e+02
1.351550708055496216e+03,5.000000000000000000e+01,1.298899999999999864e+02
1.352551895618438721e+03,5.000000000000000000e+01,1.300399999999999920e+02
1.353553511857986450e+03,5.000000000000000000e+01,1.299199999999999875e+02
1.354556739568710327e+03,5.000000000000000000e+01,1.299900000000000091e+02
1.355561774015426636e+03,5.000000000000000000e+01,1.301100000000000136e+02
1.356554611921310425e+03,5.000000000000000000e+01,1.300399999999999920e+02
1.357557341098785400e+03,5.000000000000000000e+01,1.303100000000000023e+02
1.358558946371078491e+03,5.000000000000000000e+01,1.302800000000000011e+02
1.359559508085250854e+03,5.000000000000000000e+01,1.303100000000000023e+02
1.360554328918457031e+03,5.000000000000000000e+01,1.304799999999999898e+02
1.361546379566192627e+03,5.000000000000000000e+01,1.304799999999999898e+02
1.362544574260711670e+03,5.000000000000000000e+01,1.304799999999999898e+02
1.363546760320663452e+03,5.000000000000000000e+01,1.307199999999999989e+02
1.364549806594848633e+03,5.000000000000000000e+01,1.307700000000000102e+02
1.365553298711776733e+03,5.000000000000000000e+01,1.307500000000000000e+02
1.366557159185409546e+03,5.000000000000000000e+01,1.308700000000000045e+02
1.367558581113815308e+03,5.000000000000000000e+01,1.309399999999999977e+02
1.368562307596206665e+03,5.000000000000000000e+01,1.309399999999999977e+02
1.369553079366683960e+03,5.000000000000000000e+01,1.309699999999999989e+02
1.370544411659240723e+03,5.000000000000000000e+01,1.308899999999999864e+02
1.371546549081802368e+03,5.000000000000000000e+01,1.309699999999999989e+02
1.372549432754516602e+03,5.000000000000000000e+01,1.309699999999999989e+02
1.373548097610473633e+03,5.000000000000000000e+01,1.311899999999999977e+02
1.374553346872329712e+03,5.000000000000000000e+01,1.313799999999999955e+02
1.375546812057495117e+03,5.000000000000000000e+01,1.313799999999999955e+02
1.376546513557434082e+03,5.000000000000000000e+01,1.312800000000000011e+02
1.377540662765502930e+03,5.000000000000000000e+01,1.313799999999999955e+02
1.378543293237686157e+03,5.000000000000000000e+01,1.314099999999999966e+02
1.379547793388366699e+03,5.000000000000000000e+01,1.314300000000000068e+02
1.380538793802261353e+03,5.000000000000000000e+01,1.312800000000000011e+02
1.381529757976531982e+03,5.000000000000000000e+01,1.313600000000000136e+02
1.382531138181686401e+03,5.000000000000000000e+01,1.314600000000000080e+02
1.383535101890563965e+03,5.000000000000000000e+01,1.312800000000000011e+02
1.384536483764648438e+03,5.000000000000000000e+01,1.314099999999999966e+02
1.385540230512619019e+03,5.000000000000000000e+01,1.313300000000000125e+02
1.386544969320297241e+03,5.000000000000000000e+01,1.314300000000000068e+02
1.387535910129547119e+03,5.000000000000000000e+01,1.313799999999999955e+02
1.388539870023727417e+03,5.000000000000000000e+01,1.313300000000000125e+02
1.389531496524810791e+03,5.000000000000000000e+01,1.312599999999999909e+02
1.390528095245361328e+03,5.000000000000000000e+01,1.312100000000000080e+02
1.391532108306884766e+03,5.000000000000000000e+01,1.313300000000000125e+02
1.392537564754486084e+03,5.000000000000000000e+01,1.310900000000000034e+02
1.393538119792938232e+03,5.000000000000000000e+01,1.312400000000000091e+02
1.394539542913436890e+03,5.000000000000000000e+01,1.310900000000000034e+02
1.395544970035552979e+03,5.000000000000000000e+01,1.309900000000000091e+02
1.396549293994903564e+03,5.000000000000000000e+01,1.309900000000000091e+02
1.397546838521957397e+03,5.000000000000000000e+01,1.309199999999999875e+02
1.398537959337234497e+03,5.000000000000000000e+01,1.309699999999999989e+02
1.399531496286392212e+03,5.000000000000000000e+01,1.309900000000000091e+02
1.400536708593368530e+03,5.000000000000000000e+01,1.309900000000000091e+02
1.401540448904037476e+03,5.000000000000000000e+01,1.309399999999999977e+02
1.402531599998474121e+03,5.000000000000000000e+01,1.309399999999999977e+02
1.403535543441772461e+03,5.000000000000000000e+01,1.309199999999999875e+02
1.404540702342987061e+03,5.000000000000000000e+01,1.311100000000000136e+02
1.405543429374694824e+03,5.000000000000000000e+01,1.311599999999999966e+02
1.406546756267547607e+03,5.000000000000000000e+01,1.313600000000000136e+02
1.407548535108566284e+03,5.000000000000000000e+01,1.313600000000000136e+02
1.408554511308670044e+03,5.000000000000000000e+01,1.314099999999999966e+02
1.409558854818344116e+03,5.000000000000000000e+01,1.315300000000000011e+02
1.410550936937332153e+03,5.000000000000000000e+01,1.316500000000000057e+02
1.411554361104965210e+03,5.000000000000000000e+01,1.318499999999999943e+02
1.412560281038284302e+03,5.000000000000000000e+01,1.319699999999999989e+02
1.413552914381027222e+03,5.000000000000000000e+01,1.318199999999999932e+02
1.414545836210250854e+03,5.000000000000000000e+01,1.320900000000000034e+02
1.415539178609848022e+03,5.000000000000000000e+01,1.319399999999999977e+02
1.416540095567703247e+03,5.000000000000000000e+01,1.321599999999999966e+02
1.417532859802246094e+03,5.000000000000000000e+01,1.323600000000000136e+02
1.418526820421218872e+03,5.000000000000000000e+01,1.324099999999999966e+02
1.419530086755752563e+03,5.000000000000000000e+01,1.325999999999999943e+02
1.420522532224655151e+03,5.000000000000000000e+01,1.327199999999999989e+02
1.421521754980087280e+03,5.000000000000000000e+01,1.328000000000000114e+02
1.422526815652847290e+03,5.000000000000000000e+01,1.329000000000000057e+02
1.423532839298248291e+03,5.000000000000000000e+01,1.329900000000000091e+02
1.424529357910156250e+03,5.000000000000000000e+01,1.330399999999999920e+02
1.425525783538818359e+03,5.000000000000000000e+01,1.331200000000000045e+02
1.426518861293792725e+03,5.000000000000000000e+01,1.332899999999999920e+02
1.427513929605484009e+03,5.000000000000000000e+01,1.333300000000000125e+02
1.428516759395599365e+03,5.000000000000000000e+01,1.333100000000000023e+02
1.429521750926971436e+03,5.000000000000000000e+01,1.334099999999999966e+02
1.430527548074722290e+03,5.000000000000000000e+01,1.333799999999999955e+02
1.431519681692123413e+03,5.000000000000000000e+01,1.334799999999999898e+02
