Tiempo (seg), Entrada 25 (%), Temperatura 1 (°C)
4.917166249275207520e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.918169085264205933e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.919175123214721680e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.920180078983306885e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.921176812171936035e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.922177796363830566e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.923178516149520874e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.924170698881149292e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.925163309812545776e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.926165911674499512e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.927170639276504517e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.928170705080032349e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.929174249410629272e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.930179308891296387e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.931176668405532837e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.932181952476501465e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.933183152437210083e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.934186816453933716e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.935189249992370605e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.936189203977584839e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.937190655708312988e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.938194887638092041e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.939185401916503906e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.940190364837646484e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.941185805797576904e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.942190242052078247e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.943193642854690552e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.944198120355606079e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.945200083017349243e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.946191937923431396e+03,1.000000000000000000e+01,5.200999999999999801e+01
4.947196264266967773e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.948199074506759644e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.949196783065795898e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.950202394008636475e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.951202295064926147e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.952205756187438965e+03,1.000000000000000000e+01,5.189000000000000057e+01
4.953203839063644409e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.954200693130493164e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.955206646203994751e+03,1.000000000000000000e+01,5.190999999999999659e+01
4.956198116302490234e+03,1.000000000000000000e+01,5.193999999999999773e+01
4.957192499160766602e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.958198089599609375e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.959191224336624146e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.960196431636810303e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.961194923400878906e+03,1.000000000000000000e+01,5.193999999999999773e+01
4.962196747541427612e+03,1.000000000000000000e+01,5.199000000000000199e+01
4.963187545776367188e+03,1.000000000000000000e+01,5.189000000000000057e+01
4.964191683053970337e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.965195342540740967e+03,1.000000000000000000e+01,5.190999999999999659e+01
4.966196110248565674e+03,1.000000000000000000e+01,5.190999999999999659e+01
4.967198411226272583e+03,1.000000000000000000e+01,5.196000000000000085e+01
4.968195124626159668e+03,1.000000000000000000e+01,5.177000000000000313e+01
4.969199092864990234e+03,1.000000000000000000e+01,5.189000000000000057e+01
4.970190381050109863e+03,1.000000000000000000e+01,5.182000000000000028e+01
4.971182087421417236e+03,1.000000000000000000e+01,5.161999999999999744e+01
4.972176814317703247e+03,1.000000000000000000e+01,5.178999999999999915e+01
4.973179378032684326e+03,1.000000000000000000e+01,5.164999999999999858e+01
4.974169718980789185e+03,1.000000000000000000e+01,5.167000000000000171e+01
4.975163891553878784e+03,1.000000000000000000e+01,5.154999999999999716e+01
4.976168295860290527e+03,1.000000000000000000e+01,5.154999999999999716e+01
4.977170740842819214e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.978175522327423096e+03,1.000000000000000000e+01,5.161999999999999744e+01
4.979182131767272949e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.980185282468795776e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.981185404777526855e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.982178097248077393e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.983179575443267822e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.984179195880889893e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.985183417558670044e+03,1.000000000000000000e+01,5.154999999999999716e+01
4.986185978651046753e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.987176733016967773e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.988181977987289429e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.989173624277114868e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.990173864603042603e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.991170702934265137e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.992164713382720947e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.993169973134994507e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.994165389060974121e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.995170705795288086e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.996165846347808838e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.997158040046691895e+03,1.000000000000000000e+01,5.152000000000000313e+01
4.998162967205047607e+03,3.000000000000000000e+01,5.152000000000000313e+01
4.999156401872634888e+03,3.000000000000000000e+01,5.152000000000000313e+01
5.000160702466964722e+03,3.000000000000000000e+01,5.152000000000000313e+01
5.001161291599273682e+03,3.000000000000000000e+01,5.152000000000000313e+01
5.002165150642395020e+03,3.000000000000000000e+01,5.152000000000000313e+01
5.003168074131011963e+03,3.000000000000000000e+01,5.164999999999999858e+01
5.004159088611602783e+03,3.000000000000000000e+01,5.186999999999999744e+01
5.005152967214584351e+03,3.000000000000000000e+01,5.186999999999999744e+01
5.006154830694198608e+03,3.000000000000000000e+01,5.200999999999999801e+01
5.007155647039413452e+03,3.000000000000000000e+01,5.225999999999999801e+01
5.008158084630966187e+03,3.000000000000000000e+01,5.245000000000000284e+01
5.009158106803894043e+03,3.000000000000000000e+01,5.250000000000000000e+01
5.010152983427047729e+03,3.000000000000000000e+01,5.252000000000000313e+01
5.011148655414581299e+03,3.000000000000000000e+01,5.278999999999999915e+01
5.012142139673233032e+03,3.000000000000000000e+01,5.300999999999999801e+01
5.013144511938095093e+03,3.000000000000000000e+01,5.335000000000000142e+01
5.014145857334136963e+03,3.000000000000000000e+01,5.345000000000000284e+01
5.015152116537094116e+03,3.000000000000000000e+01,5.347999999999999687e+01
5.016144009351730347e+03,3.000000000000000000e+01,5.386999999999999744e+01
5.017148150444030762e+03,3.000000000000000000e+01,5.396000000000000085e+01
5.018151425361633301e+03,3.000000000000000000e+01,5.399000000000000199e+01
5.019156778097152710e+03,3.000000000000000000e+01,5.432999999999999829e+01
5.020158102989196777e+03,3.000000000000000000e+01,5.445000000000000284e+01
5.021159085035324097e+03,3.000000000000000000e+01,5.478999999999999915e+01
5.022151743888854980e+03,3.000000000000000000e+01,5.484000000000000341e+01
5.023150701522827148e+03,3.000000000000000000e+01,5.493999999999999773e+01
5.024153327941894531e+03,3.000000000000000000e+01,5.518999999999999773e+01
5.025144186973571777e+03,3.000000000000000000e+01,5.542999999999999972e+01
5.026142752885818481e+03,3.000000000000000000e+01,5.554999999999999716e+01
5.027148114442825317e+03,3.000000000000000000e+01,5.582000000000000028e+01
5.028153723478317261e+03,3.000000000000000000e+01,5.586999999999999744e+01
5.029158973932266235e+03,3.000000000000000000e+01,5.603999999999999915e+01
5.030156845331192017e+03,3.000000000000000000e+01,5.625999999999999801e+01
5.031162018775939941e+03,3.000000000000000000e+01,5.638000000000000256e+01
5.032158852815628052e+03,3.000000000000000000e+01,5.657999999999999829e+01
5.033163827419281006e+03,3.000000000000000000e+01,5.677000000000000313e+01
5.034166283130645752e+03,3.000000000000000000e+01,5.689000000000000057e+01
5.035165005922317505e+03,3.000000000000000000e+01,5.710999999999999943e+01
5.036155303001403809e+03,3.000000000000000000e+01,5.725999999999999801e+01
5.037156821012496948e+03,3.000000000000000000e+01,5.731000000000000227e+01
5.038150204181671143e+03,3.000000000000000000e+01,5.742999999999999972e+01
5.039152108430862427e+03,3.000000000000000000e+01,5.779999999999999716e+01
5.040157843351364136e+03,3.000000000000000000e+01,5.770000000000000284e+01
5.041163234949111938e+03,3.000000000000000000e+01,5.786999999999999744e+01
5.042165900945663452e+03,3.000000000000000000e+01,5.825999999999999801e+01
5.043169826269149780e+03,3.000000000000000000e+01,5.832999999999999829e+01
5.044173289060592651e+03,3.000000000000000000e+01,5.835999999999999943e+01
5.045175182104110718e+03,3.000000000000000000e+01,5.864999999999999858e+01
5.046177414894104004e+03,3.000000000000000000e+01,5.870000000000000284e+01
5.047178340911865234e+03,3.000000000000000000e+01,5.885000000000000142e+01
5.048179520845413208e+03,3.000000000000000000e+01,5.914000000000000057e+01
5.049181757450103760e+03,3.000000000000000000e+01,5.928999999999999915e+01
5.050183913707733154e+03,3.000000000000000000e+01,5.934000000000000341e+01
5.051179078817367554e+03,3.000000000000000000e+01,5.970000000000000284e+01
5.052172282695770264e+03,3.000000000000000000e+01,5.979999999999999716e+01
5.053166817665100098e+03,3.000000000000000000e+01,5.982000000000000028e+01
5.054167149543762207e+03,3.000000000000000000e+01,6.007000000000000028e+01
5.055171598434448242e+03,3.000000000000000000e+01,6.025999999999999801e+01
5.056175852537155151e+03,3.000000000000000000e+01,6.035999999999999943e+01
5.057169229745864868e+03,3.000000000000000000e+01,6.063000000000000256e+01
5.058173191785812378e+03,3.000000000000000000e+01,6.072999999999999687e+01
5.059176488637924194e+03,3.000000000000000000e+01,6.092000000000000171e+01
5.060170322656631470e+03,3.000000000000000000e+01,6.109000000000000341e+01
5.061173372507095337e+03,3.000000000000000000e+01,6.117000000000000171e+01
5.062165239095687866e+03,3.000000000000000000e+01,6.128999999999999915e+01
5.063170880079269409e+03,3.000000000000000000e+01,6.150999999999999801e+01
5.064169450998306274e+03,3.000000000000000000e+01,6.170000000000000284e+01
5.065174975633621216e+03,3.000000000000000000e+01,6.179999999999999716e+01
5.066166362762451172e+03,3.000000000000000000e+01,6.207000000000000028e+01
5.067170087814331055e+03,3.000000000000000000e+01,6.218999999999999773e+01
5.068171183586120605e+03,3.000000000000000000e+01,6.228999999999999915e+01
5.069165596723556519e+03,3.000000000000000000e+01,6.265999999999999659e+01
5.070169728755950928e+03,3.000000000000000000e+01,6.271000000000000085e+01
5.071174344062805176e+03,3.000000000000000000e+01,6.275000000000000000e+01
5.072179422616958618e+03,3.000000000000000000e+01,6.317000000000000171e+01
5.073182179212570190e+03,3.000000000000000000e+01,6.324000000000000199e+01
5.074184905529022217e+03,3.000000000000000000e+01,6.343999999999999773e+01
5.075188024282455444e+03,3.000000000000000000e+01,6.360999999999999943e+01
5.076193235397338867e+03,3.000000000000000000e+01,6.372999999999999687e+01
5.077198096036911011e+03,3.000000000000000000e+01,6.404999999999999716e+01
5.078196345329284668e+03,3.000000000000000000e+01,6.415000000000000568e+01
5.079189430952072144e+03,3.000000000000000000e+01,6.418999999999999773e+01
5.080184751749038696e+03,3.000000000000000000e+01,6.440999999999999659e+01
5.081187196731567383e+03,3.000000000000000000e+01,6.460999999999999943e+01
5.082184685230255127e+03,3.000000000000000000e+01,6.470999999999999375e+01
5.083178391218185425e+03,3.000000000000000000e+01,6.509999999999999432e+01
5.084181461095809937e+03,3.000000000000000000e+01,6.512000000000000455e+01
5.085184007167816162e+03,3.000000000000000000e+01,6.520000000000000284e+01
5.086175967931747437e+03,3.000000000000000000e+01,6.560999999999999943e+01
5.087179430723190308e+03,3.000000000000000000e+01,6.560999999999999943e+01
5.088182957172393799e+03,3.000000000000000000e+01,6.568000000000000682e+01
5.089188593626022339e+03,3.000000000000000000e+01,6.595000000000000284e+01
5.090189185142517090e+03,3.000000000000000000e+01,6.609999999999999432e+01
5.091193916797637939e+03,3.000000000000000000e+01,6.615000000000000568e+01
5.092197463035583496e+03,3.000000000000000000e+01,6.617000000000000171e+01
5.093196485757827759e+03,3.000000000000000000e+01,6.651000000000000512e+01
5.094188864946365356e+03,3.000000000000000000e+01,6.660999999999999943e+01
5.095192001104354858e+03,3.000000000000000000e+01,6.665999999999999659e+01
5.096190699338912964e+03,3.000000000000000000e+01,6.698000000000000398e+01
5.097195374727249146e+03,3.000000000000000000e+01,6.704999999999999716e+01
5.098194913387298584e+03,3.000000000000000000e+01,6.715000000000000568e+01
5.099188150405883789e+03,3.000000000000000000e+01,6.751000000000000512e+01
5.100192190885543823e+03,3.000000000000000000e+01,6.756000000000000227e+01
5.101198136806488037e+03,3.000000000000000000e+01,6.764000000000000057e+01
5.102202474355697632e+03,3.000000000000000000e+01,6.787999999999999545e+01
5.103200768470764160e+03,3.000000000000000000e+01,6.803000000000000114e+01
5.104194383621215820e+03,3.000000000000000000e+01,6.809999999999999432e+01
5.105193601369857788e+03,3.000000000000000000e+01,6.812999999999999545e+01
5.106199539661407471e+03,3.000000000000000000e+01,6.839000000000000057e+01
5.107204201221466064e+03,3.000000000000000000e+01,6.839000000000000057e+01
5.108197440385818481e+03,3.000000000000000000e+01,6.859000000000000341e+01
5.109191965579986572e+03,3.000000000000000000e+01,6.860999999999999943e+01
5.110195167541503906e+03,3.000000000000000000e+01,6.876000000000000512e+01
5.111193000793457031e+03,3.000000000000000000e+01,6.898000000000000398e+01
5.112186038255691528e+03,3.000000000000000000e+01,6.903000000000000114e+01
5.113178102731704712e+03,3.000000000000000000e+01,6.909999999999999432e+01
5.114182055473327637e+03,3.000000000000000000e+01,6.909999999999999432e+01
5.115186576128005981e+03,3.000000000000000000e+01,6.934999999999999432e+01
5.116179245471954346e+03,3.000000000000000000e+01,6.951999999999999602e+01
5.117183752059936523e+03,3.000000000000000000e+01,6.956999999999999318e+01
5.118186241865158081e+03,3.000000000000000000e+01,6.960999999999999943e+01
5.119187311410903931e+03,3.000000000000000000e+01,7.000000000000000000e+01
5.120193098306655884e+03,3.000000000000000000e+01,7.003000000000000114e+01
5.121195361137390137e+03,3.000000000000000000e+01,7.007999999999999829e+01
5.122188099861145020e+03,3.000000000000000000e+01,7.012999999999999545e+01
5.123180235385894775e+03,3.000000000000000000e+01,7.043999999999999773e+01
5.124176385641098022e+03,3.000000000000000000e+01,7.048999999999999488e+01
5.125180952072143555e+03,3.000000000000000000e+01,7.056999999999999318e+01
5.126186466455459595e+03,3.000000000000000000e+01,7.062000000000000455e+01
5.127181120395660400e+03,3.000000000000000000e+01,7.087999999999999545e+01
5.128186034917831421e+03,3.000000000000000000e+01,7.090999999999999659e+01
5.129190702676773071e+03,3.000000000000000000e+01,7.104999999999999716e+01
5.130181587219238281e+03,3.000000000000000000e+01,7.104999999999999716e+01
5.131182903528213501e+03,3.000000000000000000e+01,7.140000000000000568e+01
5.132174102544784546e+03,3.000000000000000000e+01,7.140000000000000568e+01
5.133180258035659790e+03,3.000000000000000000e+01,7.142000000000000171e+01
5.134186017990112305e+03,3.000000000000000000e+01,7.159000000000000341e+01
5.135178102016448975e+03,3.000000000000000000e+01,7.168999999999999773e+01
5.136170706272125244e+03,3.000000000000000000e+01,7.195999999999999375e+01
5.137174257755279541e+03,3.000000000000000000e+01,7.195999999999999375e+01
5.138171745777130127e+03,3.000000000000000000e+01,7.201000000000000512e+01
5.139165260553359985e+03,3.000000000000000000e+01,7.212999999999999545e+01
5.140168114662170410e+03,3.000000000000000000e+01,7.229999999999999716e+01
5.141171988248825073e+03,3.000000000000000000e+01,7.242000000000000171e+01
5.142163470745086670e+03,3.000000000000000000e+01,7.246999999999999886e+01
5.143156251192092896e+03,3.000000000000000000e+01,7.246999999999999886e+01
5.144156818866729736e+03,3.000000000000000000e+01,7.251999999999999602e+01
5.145158367156982422e+03,3.000000000000000000e+01,7.276000000000000512e+01
5.146160468578338623e+03,3.000000000000000000e+01,7.293000000000000682e+01
5.147152140617370605e+03,3.000000000000000000e+01,7.281000000000000227e+01
5.148155925989151001e+03,3.000000000000000000e+01,7.295999999999999375e+01
5.149159642219543457e+03,3.000000000000000000e+01,7.301000000000000512e+01
5.150162215232849121e+03,3.000000000000000000e+01,7.320000000000000284e+01
5.151161114931106567e+03,3.000000000000000000e+01,7.342000000000000171e+01
5.152163517951965332e+03,3.000000000000000000e+01,7.340000000000000568e+01
5.153168103218078613e+03,3.000000000000000000e+01,7.345000000000000284e+01
5.154174038410186768e+03,3.000000000000000000e+01,7.364000000000000057e+01
5.155164991617202759e+03,3.000000000000000000e+01,7.364000000000000057e+01
5.156168010711669922e+03,3.000000000000000000e+01,7.390999999999999659e+01
5.157166248798370361e+03,3.000000000000000000e+01,7.390999999999999659e+01
5.158156822443008423e+03,3.000000000000000000e+01,7.398000000000000398e+01
5.159148102045059204e+03,3.000000000000000000e+01,7.398000000000000398e+01
5.160141444444656372e+03,3.000000000000000000e+01,7.420000000000000284e+01
5.161145796060562134e+03,3.000000000000000000e+01,7.429999999999999716e+01
5.162138115167617798e+03,3.000000000000000000e+01,7.440000000000000568e+01
5.163131972312927246e+03,3.000000000000000000e+01,7.432999999999999829e+01
5.164132118940353394e+03,3.000000000000000000e+01,7.446999999999999886e+01
5.165123367309570312e+03,3.000000000000000000e+01,7.450000000000000000e+01
5.166128936767578125e+03,3.000000000000000000e+01,7.464000000000000057e+01
5.167134824275970459e+03,3.000000000000000000e+01,7.489000000000000057e+01
5.168136615514755249e+03,3.000000000000000000e+01,7.490999999999999659e+01
5.169132963657379150e+03,3.000000000000000000e+01,7.493999999999999773e+01
5.170134508848190308e+03,3.000000000000000000e+01,7.498999999999999488e+01
5.171128986120223999e+03,3.000000000000000000e+01,7.515999999999999659e+01
5.172122135162353516e+03,3.000000000000000000e+01,7.523000000000000398e+01
5.173123031854629517e+03,3.000000000000000000e+01,7.534999999999999432e+01
5.174121752262115479e+03,3.000000000000000000e+01,7.537999999999999545e+01
5.175126830339431763e+03,3.000000000000000000e+01,7.542000000000000171e+01
5.176132877111434937e+03,3.000000000000000000e+01,7.551999999999999602e+01
5.177128198146820068e+03,3.000000000000000000e+01,7.573999999999999488e+01
5.178132117509841919e+03,3.000000000000000000e+01,7.585999999999999943e+01
5.179135313510894775e+03,3.000000000000000000e+01,7.584000000000000341e+01
5.180135632276535034e+03,3.000000000000000000e+01,7.589000000000000057e+01
5.181135520935058594e+03,3.000000000000000000e+01,7.593999999999999773e+01
5.182126556873321533e+03,3.000000000000000000e+01,7.610999999999999943e+01
5.183125501155853271e+03,3.000000000000000000e+01,7.628000000000000114e+01
5.184125860929489136e+03,3.000000000000000000e+01,7.632999999999999829e+01
5.185129374980926514e+03,3.000000000000000000e+01,7.634999999999999432e+01
5.186123388767242432e+03,3.000000000000000000e+01,7.645000000000000284e+01
5.187129088878631592e+03,3.000000000000000000e+01,7.650000000000000000e+01
5.188120091199874878e+03,3.000000000000000000e+01,7.656999999999999318e+01
5.189124986648559570e+03,3.000000000000000000e+01,7.681999999999999318e+01
5.190120440721511841e+03,3.000000000000000000e+01,7.684000000000000341e+01
5.191124028205871582e+03,3.000000000000000000e+01,7.684000000000000341e+01
5.192128113508224487e+03,3.000000000000000000e+01,7.690999999999999659e+01
5.193132168769836426e+03,3.000000000000000000e+01,7.723000000000000398e+01
5.194136902809143066e+03,3.000000000000000000e+01,7.728000000000000114e+01
5.195140458822250366e+03,3.000000000000000000e+01,7.720999999999999375e+01
5.196133031129837036e+03,3.000000000000000000e+01,7.740000000000000568e+01
5.197136055469512939e+03,3.000000000000000000e+01,7.740000000000000568e+01
5.198139426231384277e+03,3.000000000000000000e+01,7.740000000000000568e+01
5.199135437011718750e+03,3.000000000000000000e+01,7.765000000000000568e+01
5.200136559963226318e+03,3.000000000000000000e+01,7.771999999999999886e+01
5.201142141342163086e+03,3.000000000000000000e+01,7.781999999999999318e+01
5.202142139196395874e+03,3.000000000000000000e+01,7.773999999999999488e+01
5.203142109632492065e+03,3.000000000000000000e+01,7.784000000000000341e+01
5.204136430263519287e+03,3.000000000000000000e+01,7.789000000000000057e+01
5.205130450010299683e+03,3.000000000000000000e+01,7.795999999999999375e+01
5.206134369850158691e+03,3.000000000000000000e+01,7.820999999999999375e+01
5.207133931636810303e+03,3.000000000000000000e+01,7.828000000000000114e+01
5.208134651899337769e+03,3.000000000000000000e+01,7.834999999999999432e+01
5.209125355958938599e+03,3.000000000000000000e+01,7.834999999999999432e+01
5.210118884325027466e+03,3.000000000000000000e+01,7.845000000000000284e+01
5.211122564792633057e+03,3.000000000000000000e+01,7.859999999999999432e+01
5.212124751567840576e+03,3.000000000000000000e+01,7.870000000000000284e+01
5.213125896930694580e+03,3.000000000000000000e+01,7.876999999999999602e+01
5.214130361795425415e+03,3.000000000000000000e+01,7.875000000000000000e+01
5.215130696296691895e+03,3.000000000000000000e+01,7.879000000000000625e+01
5.216133344411849976e+03,3.000000000000000000e+01,7.887000000000000455e+01
5.217125770330429077e+03,3.000000000000000000e+01,7.887000000000000455e+01
5.218129201173782349e+03,3.000000000000000000e+01,7.906000000000000227e+01
5.219123269081115723e+03,3.000000000000000000e+01,7.915999999999999659e+01
5.220128099203109741e+03,3.000000000000000000e+01,7.918000000000000682e+01
5.221120839118957520e+03,3.000000000000000000e+01,7.928000000000000114e+01
5.222116263151168823e+03,3.000000000000000000e+01,7.928000000000000114e+01
5.223116815805435181e+03,3.000000000000000000e+01,7.923000000000000398e+01
5.224121209621429443e+03,3.000000000000000000e+01,7.932999999999999829e+01
5.225126821994781494e+03,3.000000000000000000e+01,7.937999999999999545e+01
5.226130702972412109e+03,3.000000000000000000e+01,7.957999999999999829e+01
5.227125919580459595e+03,3.000000000000000000e+01,7.975000000000000000e+01
5.228127562522888184e+03,3.000000000000000000e+01,7.975000000000000000e+01
5.229129175901412964e+03,3.000000000000000000e+01,7.970000000000000284e+01
5.230132093429565430e+03,3.000000000000000000e+01,7.981999999999999318e+01
5.231123896598815918e+03,3.000000000000000000e+01,7.992000000000000171e+01
5.232130025386810303e+03,3.000000000000000000e+01,7.989000000000000057e+01
5.233130701780319214e+03,3.000000000000000000e+01,8.001000000000000512e+01
5.234133664131164551e+03,3.000000000000000000e+01,8.023000000000000398e+01
5.235136760711669922e+03,3.000000000000000000e+01,8.023000000000000398e+01
5.236131002426147461e+03,3.000000000000000000e+01,8.018999999999999773e+01
5.237136144876480103e+03,3.000000000000000000e+01,8.028000000000000114e+01
5.238133893728256226e+03,3.000000000000000000e+01,8.032999999999999829e+01
5.239136578559875488e+03,3.000000000000000000e+01,8.032999999999999829e+01
5.240140702724456787e+03,3.000000000000000000e+01,8.032999999999999829e+01
5.241141984224319458e+03,3.000000000000000000e+01,8.032999999999999829e+01
5.242146002292633057e+03,3.000000000000000000e+01,8.043000000000000682e+01
5.243152146577835083e+03,3.000000000000000000e+01,8.057999999999999829e+01
5.244158007383346558e+03,3.000000000000000000e+01,8.075000000000000000e+01
5.245160528659820557e+03,3.000000000000000000e+01,8.075000000000000000e+01
5.246156765937805176e+03,3.000000000000000000e+01,8.071999999999999886e+01
5.247157291889190674e+03,3.000000000000000000e+01,8.067000000000000171e+01
5.248159067153930664e+03,3.000000000000000000e+01,8.076999999999999602e+01
5.249163358688354492e+03,3.000000000000000000e+01,8.079999999999999716e+01
5.250156142234802246e+03,3.000000000000000000e+01,8.081999999999999318e+01
5.251147624731063843e+03,3.000000000000000000e+01,8.081999999999999318e+01
5.252152113199234009e+03,3.000000000000000000e+01,8.084000000000000341e+01
5.253151415109634399e+03,3.000000000000000000e+01,8.101999999999999602e+01
5.254152117967605591e+03,3.000000000000000000e+01,8.098999999999999488e+01
5.255143997192382812e+03,3.000000000000000000e+01,8.120999999999999375e+01
5.256142119884490967e+03,3.000000000000000000e+01,8.114000000000000057e+01
5.257133941650390625e+03,3.000000000000000000e+01,8.120999999999999375e+01
5.258128099679946899e+03,3.000000000000000000e+01,8.123999999999999488e+01
5.259125401735305786e+03,3.000000000000000000e+01,8.123999999999999488e+01
5.260128678560256958e+03,3.000000000000000000e+01,8.131000000000000227e+01
5.261120073795318604e+03,3.000000000000000000e+01,8.135999999999999943e+01
5.262126013040542603e+03,3.000000000000000000e+01,8.165000000000000568e+01
5.263126384973526001e+03,3.000000000000000000e+01,8.171999999999999886e+01
5.264122092485427856e+03,3.000000000000000000e+01,8.175000000000000000e+01
5.265124510526657104e+03,3.000000000000000000e+01,8.175000000000000000e+01
5.266120082378387451e+03,3.000000000000000000e+01,8.167000000000000171e+01
5.267122041940689087e+03,3.000000000000000000e+01,8.176999999999999602e+01
5.268120297670364380e+03,3.000000000000000000e+01,8.179999999999999716e+01
5.269116261243820190e+03,3.000000000000000000e+01,8.176999999999999602e+01
5.270120081663131714e+03,3.000000000000000000e+01,8.192000000000000171e+01
5.271122177362442017e+03,3.000000000000000000e+01,8.204000000000000625e+01
5.272122321367263794e+03,3.000000000000000000e+01,8.210999999999999943e+01
5.273124943494796753e+03,3.000000000000000000e+01,8.215999999999999659e+01
5.274125624656677246e+03,3.000000000000000000e+01,8.218999999999999773e+01
5.275116781234741211e+03,3.000000000000000000e+01,8.220999999999999375e+01
5.276116330146789551e+03,3.000000000000000000e+01,8.220999999999999375e+01
5.277116828918457031e+03,3.000000000000000000e+01,8.229000000000000625e+01
5.278122093200683594e+03,3.000000000000000000e+01,8.229000000000000625e+01
5.279124948978424072e+03,3.000000000000000000e+01,8.229000000000000625e+01
5.280129104614257812e+03,3.000000000000000000e+01,8.232999999999999829e+01
5.281132968902587891e+03,3.000000000000000000e+01,8.262999999999999545e+01
5.282124924659729004e+03,3.000000000000000000e+01,8.265000000000000568e+01
5.283130407810211182e+03,3.000000000000000000e+01,8.257999999999999829e+01
5.284124003410339355e+03,3.000000000000000000e+01,8.270000000000000284e+01
5.285118099689483643e+03,3.000000000000000000e+01,8.270000000000000284e+01
5.286111929655075073e+03,3.000000000000000000e+01,8.275000000000000000e+01
5.287116054534912109e+03,3.000000000000000000e+01,8.276999999999999602e+01
5.288108087778091431e+03,3.000000000000000000e+01,8.276999999999999602e+01
5.289112015962600708e+03,3.000000000000000000e+01,8.281999999999999318e+01
5.290102919816970825e+03,3.000000000000000000e+01,8.290000000000000568e+01
5.291105725049972534e+03,3.000000000000000000e+01,8.315999999999999659e+01
5.292110909938812256e+03,3.000000000000000000e+01,8.312000000000000455e+01
5.293113173723220825e+03,3.000000000000000000e+01,8.312000000000000455e+01
5.294114282131195068e+03,3.000000000000000000e+01,8.323999999999999488e+01
5.295119639158248901e+03,3.000000000000000000e+01,8.320999999999999375e+01
5.296125055313110352e+03,3.000000000000000000e+01,8.326000000000000512e+01
5.297115920066833496e+03,3.000000000000000000e+01,8.331000000000000227e+01
5.298107294797897339e+03,3.000000000000000000e+01,8.332999999999999829e+01
5.299103767871856689e+03,3.000000000000000000e+01,8.354999999999999716e+01
5.300098101139068604e+03,3.000000000000000000e+01,8.359999999999999432e+01
5.301100097894668579e+03,3.000000000000000000e+01,8.359999999999999432e+01
5.302105384588241577e+03,3.000000000000000000e+01,8.370000000000000284e+01
5.303111882686614990e+03,3.000000000000000000e+01,8.375000000000000000e+01
5.304115249395370483e+03,3.000000000000000000e+01,8.375000000000000000e+01
